Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DONA Online Offline,,,2018-10-11 10:52:39,2018-10-11 10:55:48,3m - 8.993s,FAILED
,,,,,,
Test Cases/Open,,,2018-10-11 10:52:39,2018-10-11 10:54:00,1m - 20.677s,PASSED
startApplication,,,2018-10-11 10:52:40,2018-10-11 10:54:00,1m - 20.296s,PASSED
,,,,,,
Test Cases/DONA Offline 1st bod,,,2018-10-11 10:54:00,2018-10-11 10:55:47,1m - 46.976s,FAILED
delay,,,2018-10-11 10:54:00,2018-10-11 10:54:07,7.149s,PASSED
tap,,,2018-10-11 10:54:07,2018-10-11 10:54:11,3.831s,PASSED
tap,,,2018-10-11 10:54:11,2018-10-11 10:54:14,3.217s,PASSED
tap,,,2018-10-11 10:54:14,2018-10-11 10:54:17,2.913s,PASSED
tap,,,2018-10-11 10:54:17,2018-10-11 10:54:23,5.804s,PASSED
tap,,,2018-10-11 10:54:23,2018-10-11 10:54:25,1.827s,PASSED
tap,,,2018-10-11 10:54:25,2018-10-11 10:54:26,1.198s,PASSED
tap,,,2018-10-11 10:54:26,2018-10-11 10:55:35,1m - 8.685s,PASSED
tap,,,2018-10-11 10:55:35,2018-10-11 10:55:39,4.250s,PASSED
tap,,,2018-10-11 10:55:39,2018-10-11 10:55:41,2.275s,PASSED
tap,,,2018-10-11 10:55:41,2018-10-11 10:55:47,5.287s,FAILED
